Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
7MX62CWK,conferencePaper,2011,"Piechowski, Mirek; Weerakkody, Anila",Integrated Renewable Energy Infrastructure - Challenges And Opportunities,,978-1-61208-136-6,,,http://www.thinkmind.org/index.php?view=article&articleid=energy_2011_3_30_50197,,22.05.11,20.07.21 15:52,20.07.21 15:52,20.07.21 15:52,52-57,,,,,,,,,,,,,,,,,,www.thinkmind.org,,,,/Users/jmccarty/Zotero/storage/SETER7Z9/Piechowski and Weerakkody - 2011 - Integrated Renewable Energy Infrastructure - Chall.pdf; /Users/jmccarty/Zotero/storage/PCVQ7GET/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ENERGY 2011, The First International Conference on Smart Grids, Green Communications and IT Energy-aware Technologies",,,,,,,,,,,,,,,
MVLHR246,journalArticle,2011,"Noguchi, Masa",Industry Aspirations for Building Integrated Photovoltaic Thermal Heat Recovery Systems,Innovation Review,,,,http://www.cicstart.org/newsletter/2011-09-Innovation_Review.pdf,"The International Energy Agency indicates energy use in buildings worldwide accounts for over 40% of primary energy use and 24% of greenhouse gas emissions. Energy use and emissions should include both direct, on-site use of fossil fuels as well as indirect use from electricity, district heating/cooling systems and embodied energy in construction materials. National Housing Federation claims that housing in the United Kingdom (UK) is responsible for 27% of carbon dioxide (CO2) emissions. In particular, Scottish homes today are conspicuous energy consumers emitting on average 3 ton-CO2 per house annually which is much higher than the UK average of 2.75 ton-CO2. The UK’s fuel poverty issue is on the rise. In fact, 26.5% of households in Scotland alone live in fuel poverty according to Scottish House Condition Survey 2008. In order to encourage the house-building industry to move towards the mass delivery of eco-friendly houses, the Code for Sustainable Homes was introduced in 2006. Following the code, the UK government now expect the industry to achieve their bold zero-carbon housing target by 2016. Despite the policy, the homebuilding industry today is barely ready for accomplishment of such sustainable housing agenda. Given the national and international challenges related to climate change and resource shortages, much more is required than incremental increases in houses’ energy efficiency. To take the initiative to meet the societal needs, governmental expectations and industrial obligations, ROBERTRYAN Homes is currently developing design ideas and solutions towards the construction of zero-energy healthy houses. The housing prototype has been called Z-en house aiming to achieve the net zero energy housing consumption in view of the UK government’s recognised Standard Assessment Procedure. The construction site has carefully been selected in consideration of the solar access and sun shading potentials. The large south facing windows to be installed in the house also contribute to optimising the use of natural light and solar gains. The Z-en house is a single detached home to be built in a new rural residential development in West Kilbride, Scotland. The floor area of this house is approx. 346m2 excluding the basement floor area and the exposed wall area was estimated at 279m2. The house contains 4 bedrooms and a study and semi-private spaces, such as a kitchen, dining room, lounge, and sunspace family room, are on the ground floor. A basement is also introduced to this project, designed to serve as a multifunctional space in which thermal mass components are installed heavily so as to capture heat from the sun and active hybrid renewable energy technologies including the BIPV/T MVHR system which is relatively new to the homebuilding industry in the UK.",31.08.11,20.07.21 15:52,20.07.21 15:52,20.07.21 15:52,24-31,,8,,,,,,,,,,,en,,,,,radar.gsa.ac.uk,,Number: 8 Publisher: CIC Start Online,,/Users/jmccarty/Zotero/storage/Q5WJUBFV/Noguchi - 2011 - Industry Aspirations for Building Integrated Photo.pdf; /Users/jmccarty/Zotero/storage/XTUBFQKR/2587.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GZZI6C49,conferencePaper,2011,"Piechowski, Mirek; Weerakkody, Anila",Integrated Renewable Energy Infrastructure - Challenges And Opportunities,,978-1-61208-136-6,,,http://www.thinkmind.org/index.php?view=article&articleid=energy_2011_3_30_50197,,22.05.11,20.07.21 15:52,20.07.21 15:52,20.07.21 15:52,52-57,,,,,,,,,,,,,,,,,,www.thinkmind.org,,,,/Users/jmccarty/Zotero/storage/EXUD3I3P/Piechowski and Weerakkody - 2011 - Integrated Renewable Energy Infrastructure - Chall.pdf; /Users/jmccarty/Zotero/storage/BLSIUKHK/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ENERGY 2011, The First International Conference on Smart Grids, Green Communications and IT Energy-aware Technologies",,,,,,,,,,,,,,,
C463I9ZG,journalArticle,2011,"Muhammad-Sukki, Firdaus; Ramirez-Iniguez, Roberto; McMeekin, Scott G.; Stewart, Brian G.; Clive, Barry",Optimised Concentrator for the Solar Photonic Optoelectronic Transformer System: First Optimisation Stage,,,,,https://researchonline.gcu.ac.uk/en/publications/optimised-concentrator-for-the-solar-photonic-optoelectronic-tran-2,,01.01.11,20.07.21 15:52,20.07.21 15:52,20.07.21 15:52,,,,,,,Optimised Concentrator for the Solar Photonic Optoelectronic Transformer System,,,,,,,English,,,,,researchonline.gcu.ac.uk,,,,/Users/jmccarty/Zotero/storage/94EGBRIX/optimised-concentrator-for-the-solar-photonic-optoelectronic-tran-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8UVS89PY,journalArticle,2011,"Noguchi, Masa",Industry Aspirations for Building Integrated Photovoltaic Thermal Heat Recovery Systems,Innovation Review,,,,http://www.cicstart.org/newsletter/2011-09-Innovation_Review.pdf,"The International Energy Agency indicates energy use in buildings worldwide accounts for over 40% of primary energy use and 24% of greenhouse gas emissions. Energy use and emissions should include both direct, on-site use of fossil fuels as well as indirect use from electricity, district heating/cooling systems and embodied energy in construction materials. National Housing Federation claims that housing in the United Kingdom (UK) is responsible for 27% of carbon dioxide (CO2) emissions. In particular, Scottish homes today are conspicuous energy consumers emitting on average 3 ton-CO2 per house annually which is much higher than the UK average of 2.75 ton-CO2. The UK’s fuel poverty issue is on the rise. In fact, 26.5% of households in Scotland alone live in fuel poverty according to Scottish House Condition Survey 2008. In order to encourage the house-building industry to move towards the mass delivery of eco-friendly houses, the Code for Sustainable Homes was introduced in 2006. Following the code, the UK government now expect the industry to achieve their bold zero-carbon housing target by 2016. Despite the policy, the homebuilding industry today is barely ready for accomplishment of such sustainable housing agenda. Given the national and international challenges related to climate change and resource shortages, much more is required than incremental increases in houses’ energy efficiency. To take the initiative to meet the societal needs, governmental expectations and industrial obligations, ROBERTRYAN Homes is currently developing design ideas and solutions towards the construction of zero-energy healthy houses. The housing prototype has been called Z-en house aiming to achieve the net zero energy housing consumption in view of the UK government’s recognised Standard Assessment Procedure. The construction site has carefully been selected in consideration of the solar access and sun shading potentials. The large south facing windows to be installed in the house also contribute to optimising the use of natural light and solar gains. The Z-en house is a single detached home to be built in a new rural residential development in West Kilbride, Scotland. The floor area of this house is approx. 346m2 excluding the basement floor area and the exposed wall area was estimated at 279m2. The house contains 4 bedrooms and a study and semi-private spaces, such as a kitchen, dining room, lounge, and sunspace family room, are on the ground floor. A basement is also introduced to this project, designed to serve as a multifunctional space in which thermal mass components are installed heavily so as to capture heat from the sun and active hybrid renewable energy technologies including the BIPV/T MVHR system which is relatively new to the homebuilding industry in the UK.",31.08.11,20.07.21 15:52,20.07.21 15:52,20.07.21 15:52,24-31,,8,,,,,,,,,,,en,,,,,radar.gsa.ac.uk,,Number: 8 Publisher: CIC Start Online,,/Users/jmccarty/Zotero/storage/3TJNH2X4/Noguchi - 2011 - Industry Aspirations for Building Integrated Photo.pdf; /Users/jmccarty/Zotero/storage/UTU6S95H/2587.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QF4S276C,conferencePaper,2011,"Mende, Sandra; Frontini, Francesco; Wienold, Jan",Comfort and building performance analysis of transparent building integrated silicon photovoltaic,,,,,https://repository.supsi.ch/2469/,,2011,20.07.21 15:52,20.07.21 15:52,20.07.21 15:52,,,,,,,,,,,,,,,,,,,repository.supsi.ch,,,,/Users/jmccarty/Zotero/storage/98228873/2469.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Driving better design through simulation,,,,,,,,,,,,,,,
EMBVGMSQ,report,2012,"James, Ted; Goodrich, Alan; Woodhouse, Michael; Margolis, Robert; Ong, Sean",Building-Integrated Photovoltaics (BIPV) in the Residential Section: An Analysis of Installed Rooftop Prices (Presentation),,,,,https://www.osti.gov/biblio/1045053,The U.S. Department of Energy's Office of Scientific and Technical Information,01.06.12,20.07.21 15:52,20.07.21 15:52,20.07.21 15:52,,,,,,,Building-Integrated Photovoltaics (BIPV) in the Residential Section,,,,,"National Renewable Energy Lab. (NREL), Golden, CO (United States)",,English,,,,,www.osti.gov,,,,/Users/jmccarty/Zotero/storage/KVSEYU6K/1045053.html,,,,,,,,,,,,,,,,,,,,,,NREL/PR-6A20-55027,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4NT2NEE,journalArticle,2011,"Muhammad-Sukki, Firdaus; Ramirez-Iniguez, Roberto; McMeekin, Scott G.; Stewart, Brian G.; Clive, Barry",Optimised Concentrator for the Solar Photonic Optoelectronic Transformer System: First Optimisation Stage,,,,,https://researchonline.gcu.ac.uk/en/publications/optimised-concentrator-for-the-solar-photonic-optoelectronic-tran-2,,01.01.11,20.07.21 15:52,20.07.21 15:52,20.07.21 15:52,,,,,,,Optimised Concentrator for the Solar Photonic Optoelectronic Transformer System,,,,,,,English,,,,,researchonline.gcu.ac.uk,,,,/Users/jmccarty/Zotero/storage/DCEMBYKN/optimised-concentrator-for-the-solar-photonic-optoelectronic-tran-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EWYJXWEJ,conferencePaper,2011,"Mende, Sandra; Frontini, Francesco; Wienold, Jan",Comfort and building performance analysis of transparent building integrated silicon photovoltaic,,,,,https://repository.supsi.ch/2469/,,2011,20.07.21 15:52,20.07.21 15:52,20.07.21 15:52,,,,,,,,,,,,,,,,,,,repository.supsi.ch,,,,/Users/jmccarty/Zotero/storage/2XFCDVJN/2469.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Driving better design through simulation,,,,,,,,,,,,,,,
Y6AM5XED,book,2012,"Abdul Wahab, H.; Duke, M.; Carson, J. K.; Anderson, T. N.",Alternatives control strategies for Building Integrated Photovoltaic/Thermal (BIPVT) system,,978-967-0468-08-2,,,https://openrepository.aut.ac.nz/handle/10292/5288,"The use of energy in buildings is an ongoing concern, not only in NZ but worldwide. This concern has led to significant growth in the use of solar energy to provide heating and electricity generation. This paper presents the theoretical and experimental results of a novel building integrated solar hot water system; developed using commercial, long run roofing materials. This work shows that it is possible to achieve effective integration that maintains the aesthetics of the building. Building integrated thermal (BIT) system parameters are identified and implemented in the TRansient SYstem Simulation (TRNSYS) modeling environment. Validation result comparing the simulation in TRNSYS and real experimentation show that experimental and simulation responses are close to each other. The coupling of TRNSYS and Matlab/Simulink shows the possibility to use Matlab/Simulink for developing appropriate control strategies for BIT roofing systems. Furthermore in this paper, a Fuzzy Logic (FL) controller is implemented in a Fuzzy Integrated System (FIS) toolbox in a Matlab/Simulink model and linked into TRNSYS building integrated photovoltaic/thermal (BIPVT) system model. Preliminary simulation results are presented, which showed that the FL control strategies improved the energy performance of the BIPVT system and could be an effective way controlling building integrated solar energy systems.",11.07.12,20.07.21 15:52,20.07.21 15:52,20.07.21 15:52,,,,,,,,,,,,Universiti Tun Hussein Onn Malaysia,,en,UTHM Institutional Repository supports OAI 2.0 with a base URL of http://eprints.uthm.edu.my/cgi/oai2?,,,,openrepository.aut.ac.nz,,Accepted: 2013-04-16T03:59:46Z,,/Users/jmccarty/Zotero/storage/NLWQJ74M/Abdul Wahab et al. - 2012 - Alternatives control strategies for Building Integ.pdf; /Users/jmccarty/Zotero/storage/VPUZJXVI/5288.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L5GIZP94,report,2012,"James, Ted; Goodrich, Alan; Woodhouse, Michael; Margolis, Robert; Ong, Sean",Building-Integrated Photovoltaics (BIPV) in the Residential Section: An Analysis of Installed Rooftop Prices (Presentation),,,,,https://www.osti.gov/biblio/1045053,The U.S. Department of Energy's Office of Scientific and Technical Information,01.06.12,20.07.21 15:52,20.07.21 15:52,20.07.21 15:52,,,,,,,Building-Integrated Photovoltaics (BIPV) in the Residential Section,,,,,"National Renewable Energy Lab. (NREL), Golden, CO (United States)",,English,,,,,www.osti.gov,,,,/Users/jmccarty/Zotero/storage/ENN9SD4H/James et al. - 2012 - Building-Integrated Photovoltaics (BIPV) in the Re.pdf; /Users/jmccarty/Zotero/storage/4SIX4G2B/1045053.html,,,,,,,,,,,,,,,,,,,,,,NREL/PR-6A20-55027,,,,,,,,,,,,,,,,,,,,,,,,,,,
434NTZ8C,webpage,2012,"S, Polo López C.; L, Tenconi; F, Lo Castro; Al, Et",Comfort performance studies on façade-integrated BIPV.,"EuroSun 2012: solar energy for a brighter future. ISES-Europe solar conference. Conference proceedings: Rijeka, Croatia, 18-20 September 2012.",,,,https://iifiir.org/fr/fridoc/28896,Communication | 18/09/2012,18.09.12,20.07.21 15:52,20.07.21 15:52,20.07.21 15:52,,,,,,,,,,,,,,English,,text,,,,,,,/Users/jmccarty/Zotero/storage/L5L5B4Y2/28896.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKU7NX8Y,book,2012,"Abdul Wahab, H.; Duke, M.; Carson, J. K.; Anderson, T. N.",Alternatives control strategies for Building Integrated Photovoltaic/Thermal (BIPVT) system,,978-967-0468-08-2,,,https://openrepository.aut.ac.nz/handle/10292/5288,"The use of energy in buildings is an ongoing concern, not only in NZ but worldwide. This concern has led to significant growth in the use of solar energy to provide heating and electricity generation. This paper presents the theoretical and experimental results of a novel building integrated solar hot water system; developed using commercial, long run roofing materials. This work shows that it is possible to achieve effective integration that maintains the aesthetics of the building. Building integrated thermal (BIT) system parameters are identified and implemented in the TRansient SYstem Simulation (TRNSYS) modeling environment. Validation result comparing the simulation in TRNSYS and real experimentation show that experimental and simulation responses are close to each other. The coupling of TRNSYS and Matlab/Simulink shows the possibility to use Matlab/Simulink for developing appropriate control strategies for BIT roofing systems. Furthermore in this paper, a Fuzzy Logic (FL) controller is implemented in a Fuzzy Integrated System (FIS) toolbox in a Matlab/Simulink model and linked into TRNSYS building integrated photovoltaic/thermal (BIPVT) system model. Preliminary simulation results are presented, which showed that the FL control strategies improved the energy performance of the BIPVT system and could be an effective way controlling building integrated solar energy systems.",11.07.12,20.07.21 15:52,20.07.21 15:52,20.07.21 15:52,,,,,,,,,,,,Universiti Tun Hussein Onn Malaysia,,en,UTHM Institutional Repository supports OAI 2.0 with a base URL of http://eprints.uthm.edu.my/cgi/oai2?,,,,openrepository.aut.ac.nz,,Accepted: 2013-04-16T03:59:46Z,,/Users/jmccarty/Zotero/storage/DGQK9RDR/Abdul Wahab et al. - 2012 - Alternatives control strategies for Building Integ.pdf; /Users/jmccarty/Zotero/storage/7QX7AUEL/5288.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSEXE3YZ,webpage,2012,"S, Polo López C.; L, Tenconi; F, Lo Castro; Al, Et",Comfort performance studies on façade-integrated BIPV.,"EuroSun 2012: solar energy for a brighter future. ISES-Europe solar conference. Conference proceedings: Rijeka, Croatia, 18-20 September 2012.",,,,https://iifiir.org/fr/fridoc/28896,Communication | 18/09/2012,18.09.12,20.07.21 15:52,20.07.21 15:52,20.07.21 15:52,,,,,,,,,,,,,,English,,text,,,,,,,/Users/jmccarty/Zotero/storage/WJP6ETEL/28896.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UE9ABCRR,journalArticle,2012,Khalil Ebrahim Jasim,Natural dye-sensitized solar cell based on nanocrystalline TiO2,Sains Malaysiana,,0126-6039,,http://www.ukm.my/jsm/,"During the last quarter of the twentieth century there have been intensive research activities looking for green sources of energy. The main aim of the green generators or converters of energy is to replace the conventional (fossil) energy sources, hence reducing further accumulation of the green house gasses GHGs. Conventional silicon and III-V semiconductor solar cell based on crystalline bulk, quantum well and quantum dots structure or amorphous and thin film structures provided a feasible solution. However, natural dye sensitized solar cells NDSSC are a promising class of photovoltaic cells with the capability of generating green energy at low production cost since no vacuum systems or expensive equipment are required in their fabrication. Also, natural dyes are abundant, easily extracted and safe materials. In NDSSC, once dye molecules exposed to light they become oxidized and transfer electrons to a nanostructured layer of wide bandgap semiconductors such as TiO2. The generated electrons are drawn outside the cell through ohmic contact to a load. In this paper we review the structure and operation principles of the dye sensitized solar cell DSSC. We discuss preparation procedures, optical and electrical characterization of the NDSSC using local dyes extracted from Henna (Lawsonia inermis L.), pomegranate, cherries and Bahraini raspberries (Rubus spp.). These natural organic dyes are potential candidates to replace some of the man-made dyes used as sensitizer in many commercialized photoelectrochemical cells. Factors limiting the operation of the DSSC are discussed. NDSSCs are expected to be a favored choice in the building-integrated photovoltaics (BIPV) due to their robustness, therefore, requiring no special shielding from natural events such as tree strikes or hails.",2012-08,20.07.21 15:53,20.07.21 15:53,20.07.21 15:53,1011-1016,,8,41,,,,,,,,,,en,,,,,journalarticle.ukm.my,,Number: 8 Publisher: Universiti Kebangsaan Malaysia,,/Users/jmccarty/Zotero/storage/82YI3TBQ/Khalil Ebrahim Jasim - 2012 - Natural dye-sensitized solar cell based on nanocry.pdf; /Users/jmccarty/Zotero/storage/ME96EDHQ/5423.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97HXJJD7,conferencePaper,2013,"Matic, Dubravka; Todorovic, Marija S.; Roset Calzada, Jaime","Comparative analysis of two cases of RES-integrated energy refurbishment, high-rise and low-rise prefabricated residential building",,,,,https://upcommons.upc.edu/handle/2117/22832,,2013,20.07.21 15:54,20.07.21 15:54,20.07.21 15:54,,,,,,,,,,,,,,eng,Restricted access - publisher's policy,,,,upcommons.upc.edu,,Accepted: 2014-05-06T06:48:22Z,,/Users/jmccarty/Zotero/storage/US3PEUVY/22832.html,,,Buildings; Àrees temàtiques de la UPC::Arquitectura; Àrees temàtiques de la UPC::Física; Edificis prefabricats; Prefabricated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"International Congress of Heating, Air Conditioning and Refrigeration, Belgrade",,,,,,,,,,,,,,,
7Q6E54VS,conferencePaper,2013,"Olivieri, Lorenzo; Caamaño Martín, Estefanía; Olivieri, Francesca; Neila González, Francisco Javier","Design, development and construction of an outdoor testing facility for semi-transparent photovoltaic modules","29th Conference, Sustainable Architecture for a Renewable Future (PLEA2013) | 29th Conference, Sustainable Architecture for a Renewable Future (PLEA2013) | 10/09/2013 - 12/09/2013 | Munich, Germany",,,,http://oa.upm.es/32249/,"Building-integrated Photovoltaics (BIPV) is one of the most promising technologies enabling buildings to generate on-site part of their electricity needs while performing architectural functionalities. A clear example of  BIPV products consists of semi-transparent photovoltaic modules (STPV), designed to replace the conventional glazing solutions in building façades. Accordingly, the active building envelope is required to perform multiple  requirements such as provide solar shading to avoid overheating, supply solar gains and thermal insulation to reduce heat loads and improve daylight utilization. To date, various studies into STPV systems have focused on their energy performance based on existing simulation programs, or on the modelling, normally validated by limited experimental data, of the STPV modules thermal behaviour. Taking into account that very limited experimental research has been conducted on the energy performance of STPV elements and that the characterization in real operation conditions is necessary to promote an energetically efficient integration of this technology in the building envelope, an outdoor testing facility has been designed, developed and built at the Solar Energy Institute of the Technical University of Madrid. In this work, the methodology used in the definition of the testing facility, its capability and limitations are presented and discussed.",2013,20.07.21 15:54,20.07.21 15:54,20.07.21 15:54,01.Jun,,,,,,,,,,,Ies,"Munich, Germany",eng,http://creativecommons.org/licenses/by-nc-nd/3.0/es/,,,,oa.upm.es,,Num Pages: 6,,"/Users/jmccarty/Zotero/storage/7AZQMDCF/Olivieri et al. - 2013 - Design, development and construction of an outdoor.pdf; /Users/jmccarty/Zotero/storage/EFEHD9TD/32249.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29th Conference, Sustainable Architecture for a Renewable Future (PLEA2013)",,,,,,,,,,,,,,,
4KGHJ37L,webpage,,,,,,,,https://www.tandfonline.com/action/cookieAbsent,,,20.07.21 15:54,20.07.21 15:54,20.07.21 15:54,,,,,,,,,,,,,,,,,,,,,,,/Users/jmccarty/Zotero/storage/F5RIS47J/cookieAbsent.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FZUMPF38,presentation,2013,"Blunt, Liam; Elrawemi, Mohamed; Fleming, Leigh; Martin, Haydn; Muhamedsalih, Hussam; Robbins, David",Metrology for in process metrology for roll to roll production of flexible photovoltaics,,,,,http://eprints.hud.ac.uk/id/eprint/18283/,"This presentation reports on the latest development taking place within the EU funded NanoMend project. The aim of the project is to develop integrated process inspection, cleaning, repair and control systems for thin films on flexible photo voltaic films based on CIGS (Copper Indium Gallium Selenide CuInxGa(1-x)Se2). Flexible PV films are fabricated on polymer film by the repeated deposition, and patterning, of thin layer materials using roll-to-roll processes, where the whole film is approximately 3um thick prior to final encapsulation. Take up of such devices, especially for building integrated applications BIPV, is hampered by long-term degradation of efficiency due to water ingress through the barrier layer defects to the CIGS modules causing electrical shorts and efficiency drops. To address this problem a thin (~40nm) barrier coating of Al2O3 usually provides the environmental protection for the PV cells. The highly conformal aluminium oxide barrier layer is produced by atomic layer deposition (ALD). The presentation reports initial measurement and characterisation of prototype films. Characterisation is based on the application of segmentation analysis and where the film is considered to be a special case structured surface and defects are considered as structural elements. Characterisation then allows the correlation of water vapour transmission with defect density to be addressed. The paper also reports on a new in process, high speed, environmentally robust optical interferometer instrument developed to detect defects on the polymer film during manufacture. These results provide the basis for the development of R2R in process metrology devices",20.11.13,20.07.21 15:54,20.07.21 15:54,20.07.21 15:54,,,,,,,,,,,,,"National Physical Laboratory , Teddington, Middlesex, UK.",en,,conference,,,,,,,/Users/jmccarty/Zotero/storage/MQ7SAI8B/18283.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metrology Technologies to Enable Reel to Reel Processing of Emerging Products,,,,,,,,,,,,,,,,
MKKYN67X,thesis,2013,"Keller, Alexander Freimark",Recharging the facade : designing and constructing novel BIPV assemblies,,,,,http://oatd.org/oatd/record?record=handle%5C%3A1721.1%5C%2F81661,"Recharging the facade : designing and constructing novel BIPV assemblies , Keller, Alexander Freimark, 2013, MIT. Copyright by the author unless stated otherwise.",2013,20.07.21 15:54,20.07.21 15:54,20.07.21 15:54,,,,,,,Recharging the facade,,,,,MIT,,en,,,,,oatd.org,,,,/Users/jmccarty/Zotero/storage/7A4C7TZJ/record.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXXQ4G3M,conferencePaper,2013,"Lai, Chi Ming; Lin, Yi Pin",Energy saving evaluation of the ventilated BIPV walls,Sustainable Construction Materials and Technologies,,,,https://researchoutput.ncku.edu.tw/en/publications/energy-saving-evaluation-of-the-ventilated-bipv-walls-2,,2013,20.07.21 15:54,20.07.21 15:54,20.07.21 15:54,e458,,,2013-August,,,,,,,,,,English,,,,,researchoutput.ncku.edu.tw,,ISSN: 2515-3048,,/Users/jmccarty/Zotero/storage/2PPJNQPL/energy-saving-evaluation-of-the-ventilated-bipv-walls-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3rd International Conference on Sustainable Construction Materials and Technologies, SCMT 2013",,,,,,,,,,,,,,,
WG9QJIHP,webpage,2013,"Hengstum, Q. T. van",Implementation of a BIPV plant at Centro de Tecnologia Informação Renato Archer,,,,,http://essay.utwente.nl/69341/,"As the problems with the current fossil fuel based energy system are getting more apparent the transition towards a more sustainable energy future is on the top of the political agendas across the world. One source of renewable energy that can play an important role in this future is solar energy. In Brazil the research institute Centro de Tecnologia da Informação Renato Archer (CTI) was interested in installing a 300 KW/year building integrated photovoltaics plant at their facility located in Campinas. In this plant regular crystalline solar wafers go through an assembly line that can integrate them into a wide variety of building structures such as walls and rooftops. In this way the solar panels become a part of the building instead of an addition to it. During this internship a variety of actions were taken towards realizing the fulfillment of the plant. These actions include designing an appropriate floor plan, the installing and testing of the needed washing plant and mechanical arm, the installing of the solar simulation tunnel and the designing of a number of lay-up and junction box mounting tables. Unfortunately due to external factors and bureaucracy the plant was not finished during the internship period and still a lot of work is needed. However when the plant is fully installed and tested it can start its operation of producing building integrated photovoltaics and more important act as a push in the right direction for the transformation towards a more sustainable energy based future in Brazil.",19.09.13,20.07.21 15:54,20.07.21 15:54,20.07.21 15:54,,,,,,,,,,,,,,en,,Internship report,,,,,Publisher: University of Twente,,/Users/jmccarty/Zotero/storage/4QF2D6GV/Hengstum - 2013 - Implementation of a BIPV plant at Centro de Tecnol.pdf; /Users/jmccarty/Zotero/storage/UK79479R/69341.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAXYNQVI,conferencePaper,2013,"Matic, Dubravka; Todorovic, Marija S.; Roset Calzada, Jaime","RES integrated refurbishment of prefabricated building in Belgrade, Serbia",,978-80-260-4001-9,,,https://upcommons.upc.edu/handle/2117/26877,,2013,20.07.21 15:54,20.07.21 15:54,20.07.21 15:54,A0971-A0971-11,,,,,,,,,,,,,eng,Restricted access - publisher's policy,,,,upcommons.upc.edu,,Accepted: 2015-03-20T09:12:35Z,,/Users/jmccarty/Zotero/storage/N939KUQW/26877.html,,,refurbishment; Buildings; Àrees temàtiques de la UPC::Arquitectura; Àrees temàtiques de la UPC::Física; Edificis prefabricats; Prefabricated; prefabricated; RES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clima 2013: 11th REHVA World Congress & 8th International Conference on IAQVEC: energy, efficient, smart & heathly buildings: proceedings",,,,,,,,,,,,,,,
