Lens ID,Title,External URL,status,error
126-031-170-395-895,"Yield Modelling for Micro Inverter, Power Optimizer and String Inverter under Clear and Partially Shaded Conditions",https://repository.tno.nl/islandora/object/uuid%3A950e4499-b716-4782-a7d9-5c7b42e0ab66,200,
129-535-391-946-61X,"Performance-based architectural design, simulation and optimisation of complex building integrated photovoltaics",https://portal.findresearcher.sdu.dk/da/publications/performance-based-architectural-design-simulation-and-optimisatio,200,
181-096-108-958-150,Effects of laser line width and scribing directions on performance of translucent silicon thin-film building-integrated photovoltaic modules,https://ideas.repec.org/p/sek/iacpro/2604147.html,200,
199-098-400-965-959,Renovating Building through Energy Roof and Facade Systems,http://lup.lub.lu.se/student-papers/record/7761495,200,
041-353-075-354-980,Lighting performance in office buildings with BIPV facades:visual and non-visual effects,http://opus.bath.ac.uk/47646/,200,
097-708-152-804-925,Optical Performance Evaluation of DSSC-integrated Glassblocks for Active Building Façades,https://pure.unipa.it/it/publications/optical-performance-evaluation-of-dssc-integrated-glassblocks-for-3,200,
123-991-306-153-633,Building Integrated Photovoltaics. Report 2015,https://repository.supsi.ch/7202/,200,
048-660-624-401-044,Benefits of a translucent building envelope made of DSC-integrated glass blocks,https://iris.unipa.it/handle/10447/160055?mode=full.32,200,
149-714-603-362-413,Characterization of BIPV(T) applications in research facility ‘SOLARBEAT’,https://www.narcis.nl/publication/RecordID/oai%3Apure.tue.nl%3Apublications%2Fba6c9dce-847d-4e6c-8978-8dd9421a9e30,200,
159-535-124-313-349,Visual assessment of BIPV retrofit design proposals for selected historical buildings using the saliency map method,https://doaj.org/article/0ee81d3d234a402e9678f6f6c2793c66,200,
191-504-965-052-831,The effect of building integrated photovoltaic system (Bipvs) on indoor air temperatures and humidity (Iath) in the tropical region of Cameroon,https://paperity.org/p/76496562/the-effect-of-building-integrated-photovoltaic-system-bipvs-on-indoor-air-temperatures,200,
032-821-440-102-051,Adaptive Façades System Assessment: An initial review,https://research.tue.nl/en/publications/adaptive-fa%C3%A7ades-system-assessment-an-initial-review,200,
011-437-209-466-188,How did we get opaque windows? - Mutual constitution of technology and the built environment,http://centaur.reading.ac.uk/77940/,200,
012-234-100-566-106,Od fotonaponskih materijala integrisanih u zgrade (BIPV) do komponente zgrade. From BIPV to building component.,https://repository.supsi.ch/7834/,200,
086-232-257-267-919,Colored BIPV glass modules: the “price” of aesthetics,https://repository.supsi.ch/7820/,200,
113-237-148-137-98X,A Review of Materials Science Research Pathways and Opportunities for Building Integrated Photovoltaics,https://brage.bibsys.no/xmlui/handle/11250/2476314,200,
121-470-063-767-49X,Demonstration and monitoring of innovative BIPV shingles. Analysis of building and electrical performance in outdoor test-facilities,https://repository.supsi.ch/7832/,200,
132-866-139-712-867,Outdoor Characterization of Innovative BIPV Modules for Roof Application,http://repository.supsi.ch/7589/,200,
154-309-397-693-044,Step-by-step deep retrofit and building integrated façade/roof on a 'million program' house,https://research.chalmers.se/en/publication/248009,200,
154-337-762-859-099,Laminated BIPV glass: approaches for the integration in the building skin,https://repository.supsi.ch/7821/,200,
157-775-636-659-300,Supporting integration of photovoltaics in the building skin. A software tool for customized BIPV in a BIM-based process,https://repository.supsi.ch/7877/,200,
184-579-670-630-799,Long term performance measurements and PV testing in a BIPV field test with different amounts of ventilation,https://www.narcis.nl/publication/RecordID/oai%3Apure.tue.nl%3Apublications%2F4eed0ed2-170c-4381-8aeb-44161c67edc7,200,
194-304-957-720-708,Solar Photovoltaic System Control Topology Investigation for Power Source Mismatch,http://arrow.dit.ie/cgi/viewcontent.cgi?article=1089&context=engschcivcon,200,bad
197-790-821-663-308,De structuur van het innovatiesysteem van BIPV,https://purl.utwente.nl/essays/71985,200,
093-627-177-337-315,Opto-electrical surface engineering of wafer based c-Si solar cells,https://www.narcis.nl/publication/RecordID/oai%3Atudelft.nl%3Auuid%3A1cc31eff-4871-4d6f-8f32-8669257dc1ab,200,
104-348-823-050-681,Indoor and outdoor characterization of innovative colored BIPV modules for facade application,https://repository.supsi.ch/7819/,200,
156-468-712-632-390,"Reconfigurable Topologies for Smarter PV Modules: Simulation, Evaluation and Implementation",https://www.eupvsec-proceedings.com/proceedings?paper=36936,200,
179-600-723-909-99X,The Potential of Liquid-Based BIPV/T Systems and Ice Storage for High Performance Housing in Canada,https://iifiir.org/en/fridoc/32552,200,
124-490-446-460-302,Towards integrated design strategies for implementing BIPV systems into urban renewal processes: first case study in Neuchâtel (Switzerland),https://upcommons.upc.edu/handle/2117/89828,200,
063-618-841-371-085,Architectural design scenarios with building-integrated photovoltaic solutions in renovation processes: case study in Neuchâtel (Switzerland),https://upcommons.upc.edu/handle/2117/89821,200,
008-333-317-153-475,Characterization of an airflow solar window,https://escholarship.org/uc/item/71w4c94q,200,
